Link,Approx Cost,Origin Country,Sale Country,Manufacturer,Brand,Model Year,Body Type,Additional Type,Weight,Gear box,Power (hp),Torque (Nm),Fuel Econ (L/100km),Fuel Econ (km/L),Performance 0-100 kph (sec),Top speed (kph),Overview
https://www.drivearabia.com/carprices/uae/kia/kia-sportage/2005/,"AED 11,600 - 17,600",South Korea,uae,Kia,Sportage,2005,Sub-Compact SUV,5-door wagon,"1503 - 
    1667",5M/4A,142,184,8.1-9.2,12.3,10.4-11.4,180,"The Sportage is another of Kia's long-running nameplates, though the crossover itself has changed over time. Whereas the original Sportage was unreliable but could do basic off-roading, the new one is much more dependable but is allergic to sand dunes. It is even offered in a front-wheel-drive model alongside the four-wheel-drive, to dilute the nameplate further. Powered by either a 2.0-litre four-cylinder with a five-speed manual or a four-speed automatic, or a 2.7-litre V6 with a four-speed automatic, it is interesting to note that Kia and parent Hyundai are the first ones to officially offer a V6-powered small 4WD in the region. Standard features include manual air-conditioning, height-adjustable driver seat, power windows, front and rear power outlets, immobiliser, 60/40 split-folding rear seat, front and rear cup holders, 16-inch alloy wheels, radio cassette stereo with 4 speakers and a roof antenna. We could not verify what safety features are available on the Sportage, though ABS brakes and front airbags might possibly be options. "
https://www.drivearabia.com/carprices/uae/toyota/toyota-corolla-cross/2021/,"AED 89,900 - 90,000 (XL)",Thailand,uae,Toyota,Corolla Cross,2021,Compact SUV,5-door wagon,1325,CVT,122,177,4.2,23.8,11.0,200,"The Toyota Corolla Cross Hybrid debuted in the GCC in 2021. The Corolla Cross falls under the RAV-4 in the SUV line-up. Only the hybrid engine is offered here, which is a 1.8-litre unit combined with an electric motor. Power is delivered via CVT. Basic features include power steering, power windows, electric mirrors, fabric seat, auto AC, rear AC vents, push engine start stop button, 8-inch audio display with Android Auto and Apple CarPlay, 6-speakers, halogen headlamps, rear parking sensors and 17-inch steel wheels. The higher model gets a bigger info display, rearview camera,17-inch alloy wheels, LED headlamps, front fog lamps, sunroof and roof rails. Safety features include dual front airbags, ABS, stability control, tyre pressure monitor, and emergency call system (ECALL). Higher models get side curtain airbags and driver knee airbags, and daytime running lamps. "
https://www.drivearabia.com/carprices/uae/ferrari/ferrari-488-spider/2017/,"AED 689,800 - 815,200",Italy,uae,Ferrari,488 Spider,2017,Luxury Sports Convertible,2-door convertible,1370,7AM,661,760,11.4,8.8,3.0,330,"The Ferrari 488 GTB replaced the 458 Italia in late 2015. Under the hood, the 488 GTB gets a twin-turbocharged 3.9-litre V8, and power is delivered via an updated 7-speed dual clutch automatic transmission. The exterior is still pretty similar to the 458, but gets a few visual updates, most of which have been added to improve aerodynamics and performance. The LED tailights have been slightly changed as well. The interior is quite familiar to the 458 with minor tweaks such as angled air vents and improved graphics on the infotainment and instrument panel. Keyless starts are also an added feature on the 488 GTB.  "
https://www.drivearabia.com/carprices/uae/subaru/subaru-impreza-wrx/2011/,"AED 26,700 - 30,300",Japan,uae,Subaru,Impreza WRX,2011,Compact Sedan / Hatchback,"4-door sedan, 5-door hatchback",1458 - 1473,5M,265,330,10.8,9.3,5.4,227*,"The Subaru Impreza WRX is available as a sedan or hatchback. It started off in its current iteration back in 2008, but criticism led to it gaining more power and sportier suspension in 2009 and a widebody kit from the STI in 2011. The turbocharged 2.5-litre 4-cylinder boxer engine can be had with only a 5-speed manual, with all-wheel-drive. The front suspension uses a MacPherson strut setup, while the rear has a double wishbone suspension. Features include ABS-assisted disc brakes, LED tail lamps, 18-inch alloy wheels, front airbags, side-curtain airbags, keyless entry with starter button, retractable headlight washers, power windows, electric mirrors and a CD stereo. However, options lists keep changing every year, depending on what the dealers choose to bring in. While a new fully-redesigned version of the regular Impreza was launched in late 2011, the WRX continued in this older iteration for one more year. "
https://www.drivearabia.com/carprices/uae/volkswagen/volkswagen-eos/2007/,"AED 20,300 - 26,000",Portugal,uae,Volkswagen,Eos,2007,Compact Convertible,2-door convertible,"1481 - 
    1627",6M/6A,150,200,8.2-9.0,12.2,9.8-10.8,205-210,"The Eos is a resurrection of the Golf convertible, only with a different name. Sharing design cues, platforms and engines with the Golf, it is touted to be the first car in the world to feature a five-piece retractable hardtop. The car can somewhat seat four people, with good luggage room when the top is up. Its four-wheel independent suspension and relatively long wheelbase give it a nice ride along with good stability and handling. The Eos is available in the Middle East with three engine options, namely two 2.0-litre 4-cylinder, a turbocharged 2.0-litre 4-cylinder and a 3.2-litre V6, with choices of manual, automatic or DSG automanual, depending on model.  All models are well equipped, with a CD stereo, central locking with keyless remote, anti-theft system, four-wheel disc brakes with ABS, dual front airbags, side airbags, lateral airbags, a roll-bar safety system, stability control, power mirrors and windows, among others. "
https://www.drivearabia.com/carprices/uae/audi/audi-q3-sportback/2020/,"AED 118,100 - 131,200 (1.4 advanced)",Spain,uae,Audi,Q3 Sportback,2020,Premium Compact SUV,5-door wagon,1405 - 1565,7A,"
180","
320","
7.5",13.3,"
7.6","
207","An all-new model of the Audi Q3 Sportback came out in 2020. Under the hood, it gets a 2.0-litre turbocharged 4-cylinder engine, mated to a 7-speed automatic transmission. Standard equipment include power steering, power windows, power mirrors, daytime running headlamps, start-stop system, manual A/C, fabric seats, central locking, cruise control, entertainment system with Bluetooth and 8 speakers, and 16-inch alloy wheels. The higher models get matrix LED headlamps, leather seats, automatic A/C, sports seats, Bang & Olufsen audio system with 15-speakers, headlight washers, sports suspension, fog lights and 17-19-inch alloy wheels. Safety features include electronic stability control, ABS with EBD as well as front and side airbags with knee airbags. "
https://www.drivearabia.com/carprices/uae/dongfeng/dongfeng-h30-cross/2016/,"AED 17,900 - 20,100",China,uae,Dongfeng,H30 Cross,2016,Sub-Compact SUV,5-door wagon,1240 - 1254,4A,105,142,6.1,16.4,11.5-12.5,172,"The Dongfeng H30 Cross is the Chinese brand's sub-compact SUV offering. It is available in Elegant and Nobel models. Both models get a 1.6-litre 4-cylinder engine, but the Nobel models get the one with VVT-i tech and an all-aluminium body engine, and produces slightly more power. They all get front-wheel drive and equipped with a 4-speed automatic transmission. Standard features on the H30 Cross include power steering, power mirrors, automatic A/C, power windows and parking sensors. A power sunroof and multi-functional steering wheel with acoustic control and cruise control are available for the Nobel models. Standard safety features on the S30 and H30 include 4 airbags, ABS and EBD. "
https://www.drivearabia.com/carprices/uae/peugeot/peugeot-208/2013/,"AED 13,000 - 15,300",France,uae,Peugeot,208,2013,Sub-compact Hatchback,5-door hatchback,1100 - 1150,4A,120,260,6.0,16.7,9.9,216,"The 5-door Peugeot 208 is the French manufacturer's smallest car on offer as it replaces the 207. The base Active model comes with traction control, ABS, front driver and passenger airbags, key-less entry, AM/FM radio with CD/MP3 player as standard. The Allure model comes with: 16-inch 'Black Diamond' alloy wheels, tinted rear windows, a 6 speaker sound system, a USB/deported Jack plug, Bluetooth and remote controls on the steering wheel all as standard. Optional equipment is also on offer: the panoramic glass roof with manual curtain, speed limiter and cruise control, dynamic leather seats, LED lighting package with mood lighting, LED ceiling lights and halogen elliptical module headlights. "
https://www.drivearabia.com/carprices/uae/mini/mini-cooper-5-door/2020/,"AED 119,000 - 123,300 (Cooper)",United Kingdom,uae,Mini,Cooper 5-door,2020,Mini Hatchback,5-door hatchback,1190 - 1250,7A,136,219,5.4,18.5,7.8,210,"Mini released an all-new Cooper and Cooper S 5-door hatchback model in 2015 model. In 2018, it received a minor facelift and a new transmission. The Mini Cooper gets a twin-turbocharged 1.5-litre 3-cylinder engine, while the Cooper S gets a twin-turbocharged 2.0-litre 4-cylinder engine. They both get a 7-speed, with the Cooper S getting the dual-clutch transmission. Standard features include power steering, power windows, electric mirrors, keyless entry, central locking, fabric seats and alloy rims. Optional features include rain sensor, Park Distance Control, Comfort Access, electrically operated glass roof, roof rails, electrically heated and folding exterior mirrors, interior and exterior mirrors with automatic anti-dazzle function, seat heating, 2-zone automatic air conditioning, rear spoiler in John Cooper Works design, large selection of decorative roof and exterior mirror options, bonnet stripes, seat upholsteries, interior surfaces and Colour Lines, MINI navigation system, MINI Radio Visual Boost and Harman Kardon hi-fi speaker system.Standard safety systems include front and side airbags, ABS brakes and stability control. Driver assistance systems package includes MINI Head-Up-Display, Driving Assistant including camera-based active cruise control, collision and pedestrian warning with initial brake function, high beam assistant and road sign detection, parking assistant; rear view camera. "
https://www.drivearabia.com/carprices/uae/nissan/nissan-sunny/2004/,"AED 2,500 - 3,300",Japan,uae,Nissan,Sunny,2004,Compact Sedan,4-door sedan,1075 - 1191,5M/4A,92,109,6.5-7.1,15.4,12.0-15.0,160-165,"The last new Japanese Sunny, launched in 2001 and facelifted in 2004, was available with a choice of three engines, all of which are available in 2 different trim levels. The 1.3-litre model comes in basic FE and a better EX trim. The 1.6-litre comes in EX and value-packed SG trims. The 1.8-litre comes in EX and fully-loaded Super Saloon trims. By the end of its lifecycle in 2006, only the 1.6-litre was eventually available. All cars came with either a 5-speed manual or a 4-speed automatic. Interior gadgets are limited in this budget sedan. Power windows and mirrors are limited to the EX and Super Saloon models, while the sunroof, keyless entry and automatic a/c are only available on the Super Saloon. The standard stereo is adequate, with decent sound quality, but nothing to rave about. A CD player is available in the top models. Options include a rear spoiler and front passenger airbags, among other add-on accessories. "
https://www.drivearabia.com/carprices/uae/mazda/mazda-cx-9/2015/,"AED 47,800 - 57,200",Japan,uae,Mazda,CX-9,2015,Midsize SUV,5-door wagon,1960,6A,273,367,13.1,7.6,8.3,225,"The CX-9 crossover SUV received a facelift for the 2013 model year that incorporates their new 'Kodo' design theme. Powered by a 3.7-litre V6, it comes with a six-speed automatic and all-wheel-drive with no low-range gearing. It is a seven-seater that offers easy access to the third-row seat with only one-hand operation. The 60/40-split second-row carries three, plus offers fore-and-aft slide travel and a reclining backrest. Available in four trims, the GS, GT, GTX and GTX Limited are equipped with air conditioning, power windows, power door locks with remote keyless entry, a trip computer, cruise control, six airbags, and a choice of a black or beige interior colour scheme. New features for the facelifted model include a redesigned climate-control system for rear seating areas, and an optional audio system with a new 4.3-inch LCD display, MP3-capable CD changer, auxiliary input jack, and iPod connectivity, as well as a back-up monitor system. The base CX-9 is equipped with 18-inch aluminium wheels and halogen headlamps. The higher spec CX-9 gets  20-inch aluminium wheels, and features chrome exterior door handles, exterior mirrors with turn indicators, a three-position memory driver's seat, wood-finish instrument panel trim and door trim, blue interior lighting and a silver finish on the rear console. Safety-wise, the CX-9 comes with standard stability control and ABS, and is optionally equipped with Forward Obstruction Warning, Lane Departure Warning and High Beam Control. "
